ID YouTube;Titre;Duree;Duree_Secondes;Vues;Date_Publication;Lien_YouTube;Deja_Dans_App
"GINjjoNjw8g";"Comment ce chanteur légendaire a trouvé la paix dans l’islam.";"24:24";1464;"2,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=GINjjoNjw8g";"NON"
"_2McP7DcDsM";"ABDERRAHMAN GREEN s'est converti à l’islam : On ne peut tuer Dieu et le clouer sur une croix";"23:28";1408;"25 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=_2McP7DcDsM";"NON"
"cCN5YYrLlMw";"Il voulait faire quitter l’islam à son frère… mais ce qui s’est passé l’a bouleversé !";"13:09";789;"23 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=cCN5YYrLlMw";"NON"
"4bsU8pTvs2w";"Youssef, originaire d’Espagne, s’est converti à l’islam d’une manière étonnante.";"12:08";728;"4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=4bsU8pTvs2w";"NON"
"q72wBtQ2x5I";"À l'école, on nous parlait de toutes les religions… sauf de l'islam !";"22:53";1373;"6,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=q72wBtQ2x5I";"NON"
"RmEhaWV4J6k";"J'ai marché 1000 km pour trouver Dieu. Et je l'ai trouvé.";"14:01";841;"1,7 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=RmEhaWV4J6k";"NON"
"r55LiVKWfuk";"J’étais actrice à Hollywood… mais l’islam a sauvé ma vie après la chute !";"21:30";1290;"5,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=r55LiVKWfuk";"NON"
"uQ-HSKi8cG4";"Prisonnière des Talibans : ce que cette journaliste a découvert va vous choquer !";"19:55";1195;"6,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=uQ-HSKi8cG4";"NON"
"3OUHQz0qrMk";"La sorcellerie chrétienne m'a poussée à me convertir à l'islam.";"11:56";716;"6,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=3OUHQz0qrMk";"NON"
"Tr7Jh95lOGU";"Un penseur occidental défie l’Islam: la réponse choc d’une étudiante musulmane fait le tour du monde";"24:45";1485;"3,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Tr7Jh95lOGU";"NON"
"hUK_9xBWhEw";"Débat explosif ! La nouvelle conférence choc du Dr Zakir Naik 😡";"12:04";724;"1,7 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=hUK_9xBWhEw";"NON"
"gW9QsCEbydM";"Un Américain voit un verset coranique en rêve et se convertit : une histoire bouleversante !";"15:32";932;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=gW9QsCEbydM";"NON"
"3XSX4HSBzlQ";"Le Fondateur du Black Metal Raconte Sa Conversion Choc";"15:18";918;"4,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=3XSX4HSBzlQ";"NON"
"bbadeR9HgO0";"Message Choc aux Adultères – Une Alerte Spirituelle par Cheikh Hussein Yaacoub";"11:10";670;"375 vues";"il y a 1 an";"https://www.youtube.com/watch?v=bbadeR9HgO0";"NON"
"8Z4e9Yr1twQ";"Elle fuit l’Église, lit la Bible… et découvre la vérité de l’Islam !";"25:20";1520;"1,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=8Z4e9Yr1twQ";"NON"
"_QHq9_5UN3A";"Scène forte au tribunal : Une femme musulmane défie la juge pour son hijab";"13:24";804;"2,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=_QHq9_5UN3A";"NON"
"qtuiy3V3e0o";"Débat Explosif : Dr Zakir Naik Répond avec Force à un Professeur Athée !";"16:18";978;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=qtuiy3V3e0o";"NON"
"-A1VgBPcSuk";"Sermon enflammé du Cheikh Mahmoud Al-Hassanat";"10:27";627;"20 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=-A1VgBPcSuk";"NON"
"xEl066Jy3UA";"Du christianisme à l'islam : ""J'ai crié vers Dieu après l'accident !";"26:52";1612;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=xEl066Jy3UA";"NON"
"PcFhPF0hTdg";"Le Sans-Abri le Plus Célèbre de Grande-Bretagne Devient Musulman.";"10:23";623;"2,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=PcFhPF0hTdg";"NON"
"QYqHTJgiYl4";"Il lit le Coran en 18h pour le critiquer – Ce qui arrive ensuite le change à jamais";"10:17";617;"3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=QYqHTJgiYl4";"NON"
"fVdNch7s1-k";"Je l’aimais… puis un choc a changé ma vie et m’a guidée vers l’islam, à jamais !";"10:36";636;"5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=fVdNch7s1-k";"NON"
"2IMhG55wpUI";"Ma mère a pété les plombs en apprenant ma conversion.";"15:28";928;"3,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=2IMhG55wpUI";"NON"
"UAZGQDRykro";"Ma mère m’a caché du porc… Une jeune Américaine convertie à l'islam: Histoire vraie bouleversante";"17:35";1055;"19 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=UAZGQDRykro";"NON"
"GCla_nhKoDI";"Un homme juif américain voit le Prophète Mohammed en rêve après l’avoir trouvé dans la Torah.";"17:05";1025;"82 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=GCla_nhKoDI";"NON"
"dXYIBfY-_XQ";"🎯 ""Gary Miller : Le génie des maths qui a défié le Coran… et découvert l’incroyable vérité";"10:41";641;"41 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=dXYIBfY-_XQ";"NON"
"eBsHUTq5akw";"J’étais de leur côté, je connais leur secret ! J’ai vu La Prophétie et je suis devenu musulman.";"11:34";694;"3,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=eBsHUTq5akw";"NON"
"cq9RXFXT6J8";"🔥 Débat CHOC entre un Professeur Athée et un Cheikh Musulman – Une Fin Inattendue !";"29:52";1792;"8,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=cq9RXFXT6J8";"NON"
"2icfPxn6wKo";"L’histoire de la conversion à l’islam du professeur Jeffrey Lang – conférence complète";"1:16:05";4565;"76 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=2icfPxn6wKo";"NON"
"qNpwNdaPT38";"Pourquoi j'aime l'islam  : une pasteure américaine prêche l'islam dans une église.";"16:20";980;"21 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=qNpwNdaPT38";"NON"
"6S_bwgJlNyQ";"Je promets d’essayer l’islam si je vis encore !"" Une médecin bouleversée ! Gloire à Dieu !";"29:42";1782;"4,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=6S_bwgJlNyQ";"NON"
"Tx_mNguuO4A";"Un étudiant chinois entre dans une mosquée et change de vie grâce à un vieil homme.";"25:01";1501;"12 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Tx_mNguuO4A";"NON"
"TbB00Blc0fs";"Le mathématicien qui pensait avoir trouvé une erreur dans le Coran… jusqu’au choc de sa vie.";"24:38";1478;"774 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=TbB00Blc0fs";"NON"
"Z-tKVJBxn-k";"🎤 Débat CHOC : Une étudiante musulmane coréenne fait TAIRE une missionnaire chrétienne.";"23:49";1429;"35 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Z-tKVJBxn-k";"NON"
"keq-WTzVitY";"De prêtre chrétien à prédicateur musulman : son incroyable voyage spirituel en Arabie Saoudite";"10:04";604;"5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=keq-WTzVitY";"NON"
"y8UflG064wo";"Trump Fou de Rage : Vague de Conversions à l'Islam aux USA ! (EXPLOSIF)";"21:45";1305;"7,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=y8UflG064wo";"NON"
"fzl7ExOdhxE";"Une Palestinienne courageuse dans un débat historique face à Avichay Adraee... Regardez.";"25:38";1538;"3,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=fzl7ExOdhxE";"NON"
"oShI_S4h-Gs";"Les plus beaux moments de prononciation de la Shahada Les femmes pleurent en se convertissant.😢";"17:13";1033;"3,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=oShI_S4h-Gs";"NON"
"BkJJgs92cko";"Débat choc : Une musulmane réduit au silence une athée en direct et la convertit à l'islam !";"37:15";2235;"40 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=BkJJgs92cko";"NON"
"7ZEpzlM4h10";"L'islam se répand au Salvador, pays autrefois le plus dangereux";"10:22";622;"1,9 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=7ZEpzlM4h10";"NON"
"cV4WCBBnq1M";"Un musulman entre dans une église et raconte aux chrétiens la véritable histoire de Jésus (Issa)";"13:17";797;"37 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=cV4WCBBnq1M";"NON"
"_n0holP3xRA";"Foi ou Logique ? Débat entre un Musulman et un Professeur Chrétien";"22:35";1355;"13 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=_n0holP3xRA";"NON"
"Wjs3zq7uah8";"👉 Le Juif défie un jeune musulman : ses réponses vont tout changer !";"18:06";1086;"97 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Wjs3zq7uah8";"NON"
"zz7IITrWMw4";"Un jeune musulman fait taire un professeur athée arrogant avec seulement un verre d’eau.";"16:26";986;"77 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=zz7IITrWMw4";"NON"
"NVK05DvgIgU";"🔥 Une Musulmane Remet à Sa Place une Professeure Athée qui Se Moquait du Jeûne.";"18:49";1129;"16 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=NVK05DvgIgU";"NON"
"Ri-x579woTU";"🔥 ""DÉBAT CHOC : Moine Bouddhiste vs Prêtre Chrétien vs Savant Musulman – Qui a Raison";"11:48";708;"3,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=Ri-x579woTU";"NON"
"68AcYCNKOzQ";"🔴 Vous ne croirez pas ce que le cheikh Youssef a dit sur les cheikhs du sultan!";"11:31";691;"1,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=68AcYCNKOzQ";"NON"
"mqpPZqknB5I";"🔥 Une Jeune Musulmane HUMILIE un Professeur Athée avec un Simple Verre de Lait !";"21:49";1309;"182 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=mqpPZqknB5I";"NON"
"4DekECVtpdE";"Un jeune homme : Si vous répondez à mes 6 questions, je me convertirai à l'islam. – Zakir Naik";"15:28";928;"1,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=4DekECVtpdE";"NON"
"wgNMXOr5yzc";"7 miracles dans l'univers mentionnés par Allah dans le Coran.";"11:05";665;"701 vues";"il y a 1 an";"https://www.youtube.com/watch?v=wgNMXOr5yzc";"NON"
"URqYoZZQwMM";"le Coran est plus puissant qu'eux. : (vidéo importante)";"10:30";630;"668 vues";"il y a 1 an";"https://www.youtube.com/watch?v=URqYoZZQwMM";"NON"
"4ss6hUB5m3Y";"Allahu Akbar : L'Islam séduit de plus en plus de femmes en Occident.";"23:56";1436;"2,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=4ss6hUB5m3Y";"NON"
"jtSxVPCJsY8";"Une étudiante musulmane défie une professeure athée en plein cours !";"24:44";1484;"27 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=jtSxVPCJsY8";"NON"
"YiXyFxYH0JY";"L'islam est-il la vraie religion ? Débat intense entre un musulman et un athée.";"11:25";685;"2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=YiXyFxYH0JY";"NON"
"LISPG0HP_lA";"Avec une pincée de sel, un jeune musulman cloue le bec à un docteur athée ! 🧂⚡";"28:52";1732;"103 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=LISPG0HP_lA";"NON"
"qIcAq0ag4Ao";"Pourquoi des scientifiques brillants doutent-ils d’un Créateur ?";"16:05";965;"1,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=qIcAq0ag4Ao";"NON"
"KkMtYYdkA_c";"Un prof de philosophie athée provoque l'islam, la réponse d'une étudiante musulmane le sidère !";"18:19";1099;"77 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=KkMtYYdkA_c";"NON"
"LJzpwAxX95E";"Quand j'ai prononcé la Shahada : le jour où ma vie a pris un nouveau sens.";"19:12";1152;"6,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=LJzpwAxX95E";"NON"
"tTuOOaUsvww";"Un athée défie Dr Zakir : Le Coran ordonne-t-il de frapper les femmes ?";"21:03";1263;"55 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=tTuOOaUsvww";"NON"
"xAGuCT8rbvw";"Un philosophe juif dit la vérité et remet à sa place un journaliste qui défend Israël et l'Amérique.";"13:23";803;"1,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=xAGuCT8rbvw";"NON"
"mc8CDC76AAE";"Un Médecin Athée Découvre un Miracle Scientifique dans le Coran et se Convertit à l’Islam !";"10:16";616;"5,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=mc8CDC76AAE";"NON"
"3BEJHZBvgmk";"Elle a étudié l’Islam pour reconvertir son frère… mais une surprise l’a fait embrasser l’Islam !";"11:03";663;"7,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=3BEJHZBvgmk";"NON"
"kTrmpiV5Dss";"J'ai quitté le christianisme car il n'est pas logique ! Puis Allah m'a guidé vers la vérité.";"17:57";1077;"2,4 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=kTrmpiV5Dss";"NON"
"UQm11idMEU0";"Comment SALAH-DDINE a libéré Jérusalem – Étonnant, l'Histoire se répète.";"30:57";1857;"4,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=UQm11idMEU0";"NON"
"dPYHLvy2nP8";"Les épreuves et le viol m'ont menée à l'Islam ! J'ai crié à Dieu, puis un miracle est arrivé !";"14:31";871;"9,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=dPYHLvy2nP8";"NON"
"u9Bjz30Kj3w";"La Conquête de l’Andalousie : L'Histoire Méconnue de l’Espagne Musulmane.";"17:34";1054;"1,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=u9Bjz30Kj3w";"NON"
"s7-m13Ds3cM";"Des célébrités révèlent pourquoi elles se sont converties à l'islam.";"11:50";710;"1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=s7-m13Ds3cM";"NON"
"FhYu2cu0VTQ";"L'histoire de la conversion à l'Islam du plus grand commandant militaire de l'histoire.";"16:35";995;"7,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=FhYu2cu0VTQ";"NON"
"u5EwJ42bQPc";"Pourquoi l’islam triomphera à la fin des temps ?🔥🌍";"14:26";866;"3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=u5EwJ42bQPc";"NON"
"zX1jiSbuIHc";"Je me suis dit : ""C’est donc cela, Dieu ?!"" Je n’avais jamais pensé à Dieu de cette manière.";"12:06";726;"3,2 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=zX1jiSbuIHc";"NON"
"oP7NTq9qURw";"Une jeune femme en niqab a changé ma vie et m'a guidé vers l'islam.";"10:45";645;"7,9 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=oP7NTq9qURw";"NON"
"VyoLg2C5w78";"La découverte choc : un cerveau caché dans le cœur confirmé par la science et le Coran !";"10:29";629;"5,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=VyoLg2C5w78";"NON"
"RRdjEXLKfqc";"La sœur de l'épouse de Tony Blair, raconte l'histoire de sa conversion à l'islam.";"20:09";1209;"72 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=RRdjEXLKfqc";"NON"
"L5Vau_46Zro";"🇯🇵 Un Japonais Converti à l'Islam Raconte Son Parcours / Rencontre avec un Imam Japonais 🕌🌸";"12:38";758;"9,5 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=L5Vau_46Zro";"NON"
"nYxWVSfSmjk";"De Missionnaire Chrétienne à Musulmane  L'Incroyable Histoire de Ruba Qawar.";"16:25";985;"5,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=nYxWVSfSmjk";"NON"
"9MNSgfTcHqs";"J'ai Cherché le Sens de la Vie Pendant 10 Ans… Voici Ce Que J'ai Trouvé.";"13:02";782;"9,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=9MNSgfTcHqs";"NON"
"SW4I6QL8L9A";"Débat féroce entre un athée d'une intelligence aiguë et Zakir Naik, le célèbre débatteur musulman.";"20:53";1253;"29 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=SW4I6QL8L9A";"NON"
"As2pyBE2CvI";"Une docteure, fille d’une mère juive et d’un père chrétien, se convertit à l’islam et compare sa vie";"16:28";988;"18 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=As2pyBE2CvI";"NON"
"GVX9KQKIQeM";"Cet homme qui ne peut pas voir découvre l'islam et devient imam ! Son histoire incroyable.";"11:37";697;"5,3 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=GVX9KQKIQeM";"NON"
"XjU4X1-iQCM";"Tu n’es plus des nôtres ! Tu nous as trahis ! – Son Histoire Choc après sa Conversion à l’Islam.";"24:40";1480;"13 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=XjU4X1-iQCM";"NON"
"fRDLcnzYNkU";"Je suis un grand politicien néerlandais, j’ai haï l’Islam et tout fait pour le combattre, jusqu’à…";"11:31";691;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=fRDLcnzYNkU";"NON"
"FV6xzgeJHZ4";"Comment Ramadan a Changé Ma Vie : Mon Histoire de Conversion.";"13:07";787;"5,6 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=FV6xzgeJHZ4";"NON"
"GbfIom0aLTg";"De l’athéisme à l’islam  La vision étrange qui a changé ma vie – Témoignage de Mohamed Kilion.";"24:19";1459;"4,1 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=GbfIom0aLTg";"NON"
"VrAD7ZdkSZU";"Elle détestait l'islam, puis un Saoudien lui a montré une vérité inattendue.";"11:14";674;"11 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=VrAD7ZdkSZU";"NON"
"PYyQ_HNklck";"Je suis entrée dans une mosquée en tenue provocante, mais finalement je me suis convertie.";"10:31";631;"15 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=PYyQ_HNklck";"NON"
"XfVUnkbgJbs";"Comment 7 versets du Coran ont transformé la vie d’une chrétienne.";"10:43";643;"2,8 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=XfVUnkbgJbs";"NON"
"iXWONb1TNRg";"Une Américaine se convertit à l'islam : ""Pourquoi personne ne nous a parlé de cela avant?""";"12:21";741;"62 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=iXWONb1TNRg";"NON"
"qfro9L07iyY";"Un docteur athée face à une épreuve divine : il promet de croire si sa fille est sauvée.";"12:24";744;"24 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=qfro9L07iyY";"NON"
"djt0ggll1Co";"Comment un neuroscientifique a trouvé la vérité dans le Coran.";"10:22";622;"10 k vues";"il y a 1 an";"https://www.youtube.com/watch?v=djt0ggll1Co";"NON"
